"","group","id","baselang","block","itemnum","currtrial","trialtype","condition","locationcrit","cstype","csdetail","lentwobefore","lenonebefore","lencrit","lenoneafter","lentwoafter","lenthreeafter","Sentence..or.sentence.MD5.","Reading.time_-2","Reading.time_-1","Reading.time_0","Reading.time_1","Reading.time_2","Reading.time_3","Parameter_-2","Parameter_-1","Parameter_0","Parameter_1","Parameter_2","Parameter_3","Value_-2","Value_-1","Value_0","Value_1","Value_2","Value_3","Flankercongruency","FlankerRT","Flanktimeout","FlankerAcc","Flankercorrect_response","QuestionRT","QuestionAcc","Questioncorrect_response"
"3451","2","40745","English",2,498,"CS","Sentence","II_Flanker_Sent",8,"perfect","part",11,3,6,5,7,3,"El carcelero dijo que los prisioneros han washed their clothes for the week.",182,232,290,492,220,428,"6","7","8","9","10","11","prisioneros","han","washed","their","clothes","for","Incong",1001,"YES",NA,"F",1916,1,"J"
"3452","2","40745","English",2,503,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",6,2,6,4,3,7,"Mi madre plantó el garden over the weekend.",764,255,235,462,257,207,"3","4","5","6","7","8","plantó","el","garden","over","the","weekend.","Incong",442,"NO",1,"F",1875,1,"F"
"3453","2","40745","English",2,508,"CS","Sentence","II_Flanker_Sent",8,"perfect","part",14,3,8,3,10,4,"El vendedor confirmó que los coleccionistas han imported the sculptures from India.",232,181,456,251,193,237,"6","7","8","9","10","11","coleccionistas","han","imported","the","sculptures","from","Incong",375,"NO",0,"J",1136,1,"J"
"3454","2","40745","English",2,513,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",5,2,6,4,3,4,"La maestra buscó la school with the best classrooms.",425,236,190,245,204,209,"3","4","5","6","7","8","buscó","la","school","with","the","best","Incong",578,"NO",1,"F",1567,1,"F"
"3455","2","40745","English",2,519,"Mono","Sentence","CC_Flanker_Sent",8,"perfect","part",10,4,8,5,4,2,"The employee supposes that his colleagues have notified their boss of the accident.",221,222,168,177,173,183,"6","7","8","9","10","11","colleagues","have","notified","their","boss","of","Cong",611,"NO",1,"F",3834,1,"F"
"3456","2","40745","English",2,522,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",4,2,4,4,3,6,"La bebé tomó la milk from her mother.",344,337,594,274,436,298,"3","4","5","6","7","8","tomó","la","milk","from","her","mother.","Incong",642,"NO",1,"J",1213,1,"F"
"3457","4","40802","English",1,19,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",4,2,5,4,3,8,"El pianista ganó el prize with his original song.",767,612,627,615,593,605,"3","4","5","6","7","8","ganó","el","prize","with","his","original","Incong",587,"NO",1,"J",3447,1,"F"
"3458","4","40802","English",1,24,"CS","Sentence","II_Flanker_Sent",7,"perfect","aux",3,14,4,5,3,12,"El decano notó que las recepcionistas have filed the applications in alphabetical order.",666,805,717,860,711,664,"5","6","7","8","9","10","las","recepcionistas","have","filed","the","applications","Incong",537,"NO",1,"F",2225,1,"F"
"3459","4","40802","English",1,29,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",4,2,5,2,4,7,"El luchador ganó la fight in five minutes.",605,593,641,602,605,635,"3","4","5","6","7","8","ganó","la","fight","in","five","minutes.","Cong",455,"NO",1,"F",3152,1,"J"
"3460","4","40802","English",1,34,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","fem",4,3,4,2,3,7,"The winner felt the gaze of his jealous adversary.",707,723,703,645,601,628,"3","4","5","6","7","8","felt","the","gaze","of","his","jealous","Cong",497,"NO",1,"F",2021,1,"F"
"3461","4","40802","English",1,39,"Mono","Sentence","CC_Flanker_Sent",11,"det-noun","masc",7,3,6,6,2,9,"Actually%2C the chair from the kitchen is sealed because the owners bought it yesterday.",751,665,678,562,723,874,"9","10","11","12","13","14","because","the","owners","bought","it","yesterday.","Cong",415,"NO",1,"J",3907,0,"F"
"3462","4","40802","English",1,45,"CS","Sentence","CI_Flanker_Sent",7,"perfect","aux",3,11,4,6,3,9,"El dueño dijo que los arquitectos have signed the documents for the construction.",828,715,756,625,678,712,"5","6","7","8","9","10","los","arquitectos","have","signed","the","documents","Cong",615,"NO",1,"J",5230,1,"F"
"3463","4","40802","English",1,50,"Mono","Sentence","CC_Flanker_Sent",7,"perfect","aux",3,8,4,8,3,7,"The nurse discovered that the surgeons have deceived the patient about his illness.",989,1057,678,716,699,654,"5","6","7","8","9","10","the","surgeons","have","deceived","the","patient","Cong",464,"NO",1,"J",1375,1,"F"
"3464","4","40802","English",1,58,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","masc",5,3,4,3,3,9,"The woman threw the bone for her energetic dog.",1122,736,575,556,619,651,"3","4","5","6","7","8","threw","the","bone","for","her","energetic","Incong",536,"NO",1,"F",1812,1,"J"
"3465","4","40802","English",1,63,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","fem",6,3,4,2,3,6,"The orchestra played the song by the German composer.",679,611,619,586,647,909,"3","4","5","6","7","8","played","the","song","by","the","German","Cong",482,"NO",1,"F",1379,1,"F"
"3466","4","40802","English",1,68,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","fem",5,3,6,3,3,7,"The president wrote the letter for the senator.",569,579,655,726,570,796,"3","4","5","6","7","8","wrote","the","letter","for","the","senator.","Cong",452,"NO",1,"F",1564,1,"J"
"3467","4","40802","English",1,74,"Mono","Sentence","IC_Flanker_Sent",12,"det-noun","masc",2,3,5,2,5,0,"Surprisingly%2C the detective found the violin that he lost in the south of Italy.",680,624,619,627,1023,NA,"10","11","12","13","14",NA,"in","the","south","of","Italy.",NA,"Incong",575,"NO",1,"J",1563,1,"J"
"3468","4","40802","English",1,80,"CS","Sentence","CI_Flanker_Sent",7,"progressive","aux",3,11,3,9,3,3,"El director dijo que los productores are preparing the set for the movie.",564,773,519,774,610,631,"5","6","7","8","9","10","los","productores","are","preparing","the","set","Cong",629,"NO",1,"F",1454,1,"J"
"3469","4","40802","English",1,86,"CS","Sentence","CI_Flanker_Sent",7,"perfect","aux",3,12,4,6,3,8,"La superintendente garantiza que los instructores have tested the students appropriately.",644,837,778,672,703,565,"5","6","7","8","9","10","los","instructores","have","tested","the","students","Cong",490,"NO",1,"J",3183,1,"J"
"3470","4","40802","English",1,91,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",4,2,4,2,3,9,"La deportista odia el heat of the afternoon.",1054,549,598,520,646,831,"3","4","5","6","7","8","odia","el","heat","of","the","afternoon.","Incong",401,"NO",0,"F",2575,1,"J"
"3471","4","40802","English",1,94,"CS","Sentence","CI_Flanker_Sent",8,"progressive","part",11,5,6,3,8,2,"El supervisor mencionó que los carpinteros están fixing the cabinets in the kitchen.",1125,677,674,614,1097,609,"6","7","8","9","10","11","carpinteros","están","fixing","the","cabinets","in","Cong",536,"NO",1,"F",1970,1,"J"
"3472","4","40802","English",1,99,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",7,2,5,4,3,7,"El joven exploró la house with his friends.",685,755,635,656,755,634,"3","4","5","6","7","8","exploró","la","house","with","his","friends.","Incong",653,"NO",1,"J",1803,1,"F"
"3473","4","40802","English",1,104,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",9,2,9,2,3,5,"La anciana recordaba la happiness of her youth.",768,689,781,605,563,521,"3","4","5","6","7","8","recordaba","la","happiness","of","her","youth.","Incong",588,"NO",1,"F",1973,1,"J"
"3474","4","40802","English",1,107,"CS","Sentence","CI_Flanker_Sent",11,"det-noun","masc",2,3,9,2,3,4,"La planta suministra electricidad y contrata a muchos de los residents in the city.",592,620,820,555,635,572,"9","10","11","12","13","14","de","los","residents","in","the","city.","Cong",745,"NO",1,"J",4859,0,"J"
"3475","4","40802","English",1,113,"Mono","Sentence","CC_Flanker_Sent",7,"progressive","aux",3,8,3,8,3,4,"The chef thinks that the tourists are enjoying the food at his gourmet restaurant.",642,1030,591,605,599,560,"5","6","7","8","9","10","the","tourists","are","enjoying","the","food","Cong",647,"NO",1,"J",1581,1,"F"
"3476","4","40802","English",1,118,"CS","Sentence","CI_Flanker_Sent",7,"progressive","aux",3,12,3,10,3,8,"Los científicos saben que los experimentos are increasing the expenses.",737,599,559,616,625,641,"5","6","7","8","9","10","los","experimentos","are","increasing","the","expenses.","Cong",604,"NO",1,"F",1596,1,"J"
"3477","4","40802","English",1,123,"CS","Sentence","II_Flanker_Sent",7,"perfect","aux",3,8,4,8,3,7,"La profesora anunció que los editores have approved her article for the journal.",1340,1431,738,607,673,535,"5","6","7","8","9","10","los","editores","have","approved","her","article","Incong",618,"NO",1,"F",1787,1,"J"
"3478","4","40802","English",1,129,"Mono","Sentence","IC_Flanker_Sent",7,"progressive","aux",3,9,3,7,3,9,"The lawyer discovered that the criminals are bribing the policeman to destroy the evidence.",566,666,777,622,557,765,"5","6","7","8","9","10","the","criminals","are","bribing","the","policeman","Incong",953,"NO",1,"F",4119,1,"J"
"3479","4","40802","English",1,135,"Mono","Sentence","IC_Flanker_Sent",7,"perfect","aux",3,8,4,8,3,7,"The sergeant guaranteed that the soldiers have prepared the weapons for the mission.",1007,1215,664,652,577,585,"5","6","7","8","9","10","the","soldiers","have","prepared","the","weapons","Incong",888,"NO",1,"J",1785,1,"F"
"3480","4","40802","English",1,140,"Mono","Sentence","IC_Flanker_Sent",8,"progressive","part",8,3,8,5,8,4,"The coach noticed that the athletes are grabbing their uniforms from the pile.",527,601,651,721,773,691,"6","7","8","9","10","11","athletes","are","grabbing","their","uniforms","from","Incong",535,"NO",1,"F",2238,1,"J"
"3481","4","40802","English",1,146,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","masc",8,2,4,2,3,7,"La criada encontró el soap in the cabinet.",585,654,574,513,565,624,"3","4","5","6","7","8","encontró","el","soap","in","the","cabinet.","Cong",707,"NO",1,"F",1425,1,"F"
"3482","4","40802","English",1,151,"CS","Sentence","II_Flanker_Sent",9,"det-noun","masc",10,2,3,2,3,4,"Todas las modelos rodearon a la diseñadora al end of the show.",1048,601,561,557,518,767,"7","8","9","10","11","12","diseñadora","al","end","of","the","show.","Incong",646,"NO",1,"J",3028,1,"F"
"3483","4","40802","English",1,157,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",6,2,6,2,3,4,"El técnico reparó la screen in the very old classroom.",827,597,662,470,493,652,"3","4","5","6","7","8","reparó","la","screen","in","the","very","Incong",1001,"YES",NA,"J",2224,1,"F"
"3484","4","40802","English",1,162,"Mono","Sentence","IC_Flanker_Sent",7,"perfect","aux",3,9,4,8,5,8,"The lawyer guaranteed that the criminals have improved their behavior in jail.",824,762,779,746,658,751,"5","6","7","8","9","10","the","criminals","have","improved","their","behavior","Incong",547,"NO",1,"F",1850,1,"F"
"3485","4","40802","English",1,165,"Mono","Sentence","CC_Flanker_Sent",8,"progressive","part",9,3,7,3,4,2,"The guard said that the prisoners are cooking the food in the kitchen.",553,530,567,530,507,495,"6","7","8","9","10","11","prisoners","are","cooking","the","food","in","Cong",649,"NO",1,"F",1436,1,"F"
"3486","4","40802","English",1,170,"Mono","Sentence","CC_Flanker_Sent",7,"perfect","aux",3,8,4,9,3,8,"The composer says that the pianists have practiced the symphony for the concert.",545,539,549,537,538,582,"5","6","7","8","9","10","the","pianists","have","practiced","the","symphony","Cong",393,"NO",1,"F",1888,1,"J"
"3487","4","40802","English",1,175,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",4,2,4,2,3,3,"El profesor tomó la beer in the bar last night.",665,578,588,634,559,588,"3","4","5","6","7","8","tomó","la","beer","in","the","bar","Cong",376,"NO",1,"F",1639,1,"F"
"3488","4","40802","English",1,180,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","masc",5,3,6,2,3,7,"The owner heard the scream of the furious client.",607,591,638,576,636,541,"3","4","5","6","7","8","heard","the","scream","of","the","furious","Incong",499,"NO",1,"J",1179,1,"F"
"3489","4","40802","English",1,185,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",3,3,3,4,3,5,"The electrician has the box with her tools.",951,711,614,700,680,750,"3","4","5","6","7","8","has","the","box","with","her","tools.","Incong",353,"NO",0,"F",2536,1,"F"
"3490","4","40802","English",1,190,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","masc",5,2,5,7,3,5,"El caballero cruzó el river despite the rapid currents.",695,632,631,601,625,532,"3","4","5","6","7","8","cruzó","el","river","despite","the","rapid","Cong",437,"NO",1,"F",2670,1,"F"
"3491","4","40802","English",1,198,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",8,2,6,2,3,13,"La bióloga encontró la source of the contamination.",862,640,699,606,483,748,"3","4","5","6","7","8","encontró","la","source","of","the","contamination.","Cong",487,"NO",1,"F",1776,1,"J"
"3492","4","40802","English",1,204,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",3,3,4,4,3,5,"The astronomer saw the moon with his large telescope.",757,622,606,522,533,532,"3","4","5","6","7","8","saw","the","moon","with","his","large","Incong",860,"NO",1,"J",1348,1,"F"
"3493","4","40802","English",1,210,"Mono","Sentence","CC_Flanker_Sent",7,"progressive","aux",3,8,3,8,5,5,"The teacher supposes that the students are checking their email in the library.",608,763,531,583,581,577,"5","6","7","8","9","10","the","students","are","checking","their","email","Cong",627,"NO",1,"F",1702,1,"F"
"3494","4","40802","English",1,213,"CS","Sentence","II_Flanker_Sent",8,"progressive","part",9,5,10,3,5,3,"El reportero confirmó que los senadores están requesting the funds for the project.",858,670,661,592,587,571,"6","7","8","9","10","11","senadores","están","requesting","the","funds","for","Incong",845,"NO",1,"F",1700,1,"J"
"3495","4","40802","English",1,218,"CS","Sentence","II_Flanker_Sent",7,"progressive","aux",3,10,3,8,5,4,"La secretaria dijo que los asistentes are accusing their boss of fraud.",533,685,641,641,569,609,"5","6","7","8","9","10","los","asistentes","are","accusing","their","boss","Incong",532,"NO",1,"F",1776,1,"F"
"3496","4","40802","English",1,226,"CS","Sentence","II_Flanker_Sent",8,"perfect","part",7,3,8,3,5,2,"El periodista anunció que los músicos han produced the album in the studio.",622,590,643,660,663,570,"6","7","8","9","10","11","músicos","han","produced","the","album","in","Incong",502,"NO",1,"J",1340,1,"F"
"3497","4","40802","English",1,232,"Mono","Sentence","IC_Flanker_Sent",8,"perfect","part",8,4,10,5,3,2,"The coach thinks that the athletes have celebrated their win at the bar.",519,623,583,566,568,522,"6","7","8","9","10","11","athletes","have","celebrated","their","win","at","Incong",724,"NO",1,"F",1323,1,"J"
"3498","4","40802","English",1,237,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","masc",8,3,4,3,3,4,"The sailor explored the lake and its deep caves.",615,563,562,517,536,785,"3","4","5","6","7","8","explored","the","lake","and","its","deep","Cong",534,"NO",1,"J",1570,1,"J"
"3499","4","40802","English",1,243,"CS","Sentence","CI_Flanker_Sent",8,"perfect","part",7,3,6,1,8,4,"El reportero dijo que las modelos han signed a contract with the agency.",610,519,547,457,523,467,"6","7","8","9","10","11","modelos","han","signed","a","contract","with","Cong",547,"NO",1,"J",1735,1,"J"
"3500","4","40802","English",1,249,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",7,3,6,2,3,7,"The volunteers cleaned the street in the morning.",836,576,704,660,564,628,"3","4","5","6","7","8","cleaned","the","street","in","the","morning.","Incong",691,"NO",1,"J",1757,1,"F"
"3501","4","40802","English",1,252,"Mono","Sentence","CC_Flanker_Sent",8,"perfect","part",9,4,7,3,5,2,"The investigator thinks that the gangsters have shipped the drugs to New York City.",734,621,566,580,527,533,"6","7","8","9","10","11","gangsters","have","shipped","the","drugs","to","Cong",627,"NO",1,"J",1784,1,"F"
"3502","4","40802","English",1,258,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","masc",9,3,4,2,3,6,"The miner extracted the iron in the center of the mountain.",819,592,562,583,499,520,"3","4","5","6","7","8","extracted","the","iron","in","the","center","Cong",550,"NO",1,"J",3842,1,"F"
"3503","4","40802","English",1,263,"Mono","Sentence","IC_Flanker_Sent",7,"progressive","aux",3,7,3,10,1,10,"The nurse affirmed that the doctors are consulting a specialist about the results.",488,703,532,536,590,530,"5","6","7","8","9","10","the","doctors","are","consulting","a","specialist","Incong",560,"NO",1,"J",1534,1,"F"
"3504","4","40802","English",1,268,"CS","Sentence","II_Flanker_Sent",7,"progressive","aux",3,9,3,9,3,6,"El contador piensa que los banqueros are preparing the report for the supervisors.",550,658,589,623,801,554,"5","6","7","8","9","10","los","banqueros","are","preparing","the","report","Incong",551,"NO",1,"J",2449,1,"J"
"3505","4","40802","English",2,273,"Mono","Sentence","IC_Flanker_Sent",8,"progressive","part",8,3,11,3,6,3,"The architect supposes that the painters are considering the colors for the house.",719,477,595,487,492,492,"6","7","8","9","10","11","painters","are","considering","the","colors","for","Incong",583,"NO",1,"F",1645,1,"F"
"3506","4","40802","English",2,278,"CS","Sentence","II_Flanker_Sent",8,"det-noun","masc",7,2,10,6,6,0,"Los niños se rieron mientras corrían al playground during recess.",572,517,515,520,631,NA,"6","7","8","9","10",NA,"corrían","al","playground","during","recess.",NA,"Incong",563,"NO",1,"F",2297,1,"F"
"3507","4","40802","English",2,283,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",4,2,8,2,3,8,"El niño dejó la magazine in his backpack yesterday.",610,664,556,522,677,911,"3","4","5","6","7","8","dejó","la","magazine","in","his","backpack","Cong",551,"NO",1,"F",3038,1,"J"
"3508","4","40802","English",2,288,"Mono","Sentence","CC_Flanker_Sent",8,"progressive","part",8,3,10,5,7,2,"The adviser said that his students are presenting their results at the conference.",526,588,529,579,548,676,"6","7","8","9","10","11","students","are","presenting","their","results","at","Cong",532,"NO",1,"J",2042,1,"F"
"3509","4","40802","English",2,293,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",3,2,5,2,3,8,"El príncipe vio la tower of the enormous castle.",665,639,574,560,527,514,"3","4","5","6","7","8","vio","la","tower","of","the","enormous","Cong",470,"NO",1,"J",1348,1,"F"
"3510","4","40802","English",2,299,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","fem",4,3,3,2,3,6,"The secretary lost the key to the office again.",575,612,815,888,1035,572,"3","4","5","6","7","8","lost","the","key","to","the","office","Cong",544,"NO",1,"F",2148,1,"F"
"3511","4","40802","English",2,305,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","fem",3,3,6,4,1,3,"The boy cut the branch with a big axe.",575,558,568,670,511,570,"3","4","5","6","7","8","cut","the","branch","with","a","big","Cong",518,"NO",1,"J",1284,1,"F"
"3512","4","40802","English",2,311,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","masc",7,2,4,2,3,7,"El mago cumplió el wish of the curious little girl.",520,547,513,486,511,698,"3","4","5","6","7","8","cumplió","el","wish","of","the","curious","Cong",620,"NO",1,"F",3013,1,"F"
"3513","4","40802","English",2,317,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","masc",8,2,4,2,5,2,"Mi papá encendió el fire in front of the tent.",653,799,988,613,600,491,"3","4","5","6","7","8","encendió","el","fire","in","front","of","Cong",645,"NO",1,"F",4518,1,"F"
"3514","4","40802","English",2,322,"CS","Sentence","CI_Flanker_Sent",8,"perfect","part",13,3,5,3,10,2,"Los inquilinos notaron que los electricistas han fixed the powerlines in the building.",544,592,520,520,506,504,"6","7","8","9","10","11","electricistas","han","fixed","the","powerlines","in","Cong",540,"NO",1,"J",1180,1,"J"
"3515","4","40802","English",2,328,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",6,2,4,6,3,5,"La entrenadora repasó la rule before the match.",561,556,592,531,675,470,"3","4","5","6","7","8","repasó","la","rule","before","the","match.","Incong",596,"NO",1,"F",3688,1,"J"
"3516","4","40802","English",2,333,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",5,3,5,2,3,5,"The woman threw the stone in the ocean.",564,594,538,455,442,388,"3","4","5","6","7","8","threw","the","stone","in","the","ocean.","Incong",567,"NO",1,"F",1285,1,"J"
"3517","4","40802","English",2,338,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",6,2,4,7,3,6,"La pareja miraba la snow through the window.",690,615,578,510,439,411,"3","4","5","6","7","8","miraba","la","snow","through","the","window.","Incong",738,"NO",1,"J",1027,1,"F"
"3518","4","40802","English",2,343,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","masc",4,3,6,6,3,4,"The translator lost the pencil before the exam.",659,626,940,645,687,610,"3","4","5","6","7","8","lost","the","pencil","before","the","exam.","Cong",559,"NO",1,"F",1934,1,"J"
"3519","4","40802","English",2,348,"Mono","Sentence","CC_Flanker_Sent",7,"perfect","aux",3,8,4,7,5,4,"The manager noticed that the tourists have enjoyed their stay in the hotel.",493,805,689,717,508,504,"5","6","7","8","9","10","the","tourists","have","enjoyed","their","stay","Cong",572,"NO",1,"F",4388,1,"F"
"3520","4","40802","English",2,351,"CS","Sentence","II_Flanker_Sent",7,"progressive","aux",3,11,3,9,3,5,"El jefe anunció que las secretarias are notifying the media about the strike.",454,604,479,510,502,463,"5","6","7","8","9","10","las","secretarias","are","notifying","the","media","Incong",818,"NO",1,"F",4126,1,"J"
"3521","4","40802","English",2,357,"Mono","Sentence","IC_Flanker_Sent",7,"perfect","aux",3,8,4,9,4,5,"The coach said that the athletes have practiced five hours a day.",531,556,538,612,541,487,"5","6","7","8","9","10","the","athletes","have","practiced","five","hours","Incong",704,"NO",1,"J",1720,1,"J"
"3522","4","40802","English",2,362,"Mono","Sentence","IC_Flanker_Sent",7,"progressive","aux",3,8,3,8,3,7,"The coach said that the athletes are ignoring the remarks from the opposing team.",487,669,748,514,525,648,"5","6","7","8","9","10","the","athletes","are","ignoring","the","remarks","Incong",617,"NO",1,"F",1493,1,"F"
"3523","4","40802","English",2,365,"CS","Sentence","II_Flanker_Sent",7,"perfect","aux",3,12,4,7,5,5,"El locutor dijo que los entrenadores have reached their goals with the players.",520,960,553,516,509,737,"5","6","7","8","9","10","los","entrenadores","have","reached","their","goals","Incong",661,"NO",1,"F",2049,1,"F"
"3524","4","40802","English",2,371,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",12,2,6,2,3,6,"Los trabajadores construyeron el bridge in two months.",639,597,564,552,543,567,"3","4","5","6","7","8","construyeron","el","bridge","in","two","months.","Incong",960,"NO",1,"J",1844,1,"F"
"3525","4","40802","English",2,376,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","fem",5,3,3,4,3,9,"The politician ended the war with his emotional speech.",590,551,652,605,603,626,"3","4","5","6","7","8","ended","the","war","with","his","emotional","Cong",495,"NO",1,"F",2267,1,"J"
"3526","4","40802","English",2,382,"CS","Sentence","II_Flanker_Sent",8,"perfect","part",7,3,8,3,7,4,"La revista indicó que los actores han answered the letters from their fans.",544,550,562,592,517,554,"6","7","8","9","10","11","actores","han","answered","the","letters","from","Incong",693,"NO",1,"F",1297,1,"F"
"3527","4","40802","English",2,388,"CS","Sentence","CI_Flanker_Sent",7,"progressive","aux",3,9,3,11,3,5,"El presidente anunció que los senadores are negotiating the terms of the agreement.",553,636,592,514,575,504,"5","6","7","8","9","10","los","senadores","are","negotiating","the","terms","Cong",564,"NO",1,"F",1659,1,"F"
"3528","4","40802","English",2,393,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",7,2,4,2,3,4,"Mi hija arregló la wall in her room.",616,529,555,513,554,546,"3","4","5","6","7","8","arregló","la","wall","in","her","room.","Cong",519,"NO",1,"J",1117,1,"J"
"3529","4","40802","English",2,398,"CS","Sentence","II_Flanker_Sent",8,"progressive","part",8,5,9,3,12,2,"El director afirmó que los técnicos están repairing the photocopiers in the school library.",648,616,628,641,655,646,"6","7","8","9","10","11","técnicos","están","repairing","the","photocopiers","in","Incong",582,"NO",1,"J",1691,1,"F"
"3530","4","40802","English",2,403,"CS","Sentence","CI_Flanker_Sent",8,"progressive","part",11,5,9,3,11,3,"El editor notó que los voluntarios están arranging the photographs for the Entertainment section.",602,656,579,646,634,608,"6","7","8","9","10","11","voluntarios","están","arranging","the","photographs","for","Cong",569,"NO",1,"J",1681,1,"J"
"3531","4","40802","English",2,409,"CS","Sentence","CI_Flanker_Sent",8,"progressive","part",10,5,8,3,7,0,"El astrónomo confirma que los asteroides están changing the weather.",933,643,787,565,592,NA,"6","7","8","9","10",NA,"asteroides","están","changing","the","weather.",NA,"Cong",594,"NO",1,"J",1544,1,"J"
"3532","4","40802","English",2,417,"CS","Sentence","II_Flanker_Sent",8,"perfect","part",12,3,8,3,4,3,"El director dijo que los instructores han prepared the exam for the students.",759,778,581,638,611,712,"6","7","8","9","10","11","instructores","han","prepared","the","exam","for","Incong",652,"NO",1,"F",2599,0,"F"
"3533","4","40802","English",2,422,"Mono","Sentence","CC_Flanker_Sent",7,"progressive","aux",3,8,3,8,3,11,"The general mentioned that the veterans are enjoying the celebration in their honor.",590,557,549,550,685,518,"5","6","7","8","9","10","the","veterans","are","enjoying","the","celebration","Cong",497,"NO",1,"J",3956,1,"F"
"3534","4","40802","English",2,431,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","masc",3,3,11,4,5,10,"The team won the competition with great difficulty.",568,528,561,571,616,566,"3","4","5","6","7","8","won","the","competition","with","great","difficulty.","Cong",641,"NO",1,"J",3476,1,"J"
"3535","4","40802","English",2,434,"CS","Sentence","II_Flanker_Sent",8,"progressive","part",10,5,7,5,7,2,"Los estudiantes notaron que las profesoras están placing their quizzes on the bookshelf.",523,562,520,532,577,722,"6","7","8","9","10","11","profesoras","están","placing","their","quizzes","on","Incong",686,"NO",1,"F",1742,1,"J"
"3536","4","40802","English",2,440,"CS","Sentence","CI_Flanker_Sent",7,"perfect","aux",3,11,4,9,5,8,"El psiquiatra afirmó que los prisioneros have justified their behavior in the session.",653,649,618,656,601,576,"5","6","7","8","9","10","los","prisioneros","have","justified","their","behavior","Cong",604,"NO",1,"J",3301,1,"J"
"3537","4","40802","English",2,445,"Mono","Sentence","IC_Flanker_Sent",6,"det-noun","masc",3,3,12,4,3,4,"The family searched for the neighborhood with the best neighbors.",666,750,901,998,556,512,"4","5","6","7","8","9","for","the","neighborhood","with","the","best","Incong",538,"NO",1,"F",3130,1,"J"
"3538","4","40802","English",2,451,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",4,2,4,2,3,7,"El mago leyó la mind of the skeptic.",488,537,435,447,471,530,"3","4","5","6","7","8","leyó","la","mind","of","the","skeptic.","Incong",705,"NO",1,"F",2127,1,"J"
"3539","4","40802","English",2,459,"Mono","Sentence","CC_Flanker_Sent",8,"perfect","part",7,4,10,3,4,3,"The accountant believes that the bankers have negotiated the loan for the clients.",827,487,577,763,609,565,"6","7","8","9","10","11","bankers","have","negotiated","the","loan","for","Cong",495,"NO",1,"J",2476,1,"F"
"3540","4","40802","English",2,462,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",8,2,5,2,4,3,"La estudiante escribió el essay in just one hour.",636,530,536,457,482,441,"3","4","5","6","7","8","escribió","el","essay","in","just","one","Incong",1002,"YES",NA,"J",1568,1,"F"
"3541","4","40802","English",2,467,"Mono","Sentence","IC_Flanker_Sent",8,"progressive","part",9,3,10,5,11,3,"The stylist confirmed that the designers are organizing their collections for the fashion show.",523,685,557,576,535,587,"6","7","8","9","10","11","designers","are","organizing","their","collections","for","Incong",677,"NO",1,"F",2191,1,"F"
"3542","4","40802","English",2,472,"Mono","Sentence","CC_Flanker_Sent",11,"det-noun","masc",5,3,7,10,0,0,"The cafeteria began to cook more healthy dishes after the parents complained.",564,519,550,553,NA,NA,"9","10","11","12",NA,NA,"after","the","parents","complained.",NA,NA,"Cong",456,"NO",1,"J",1621,1,"J"
